gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,208,4096,8192,ck,18,0,48.5923,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,287.26,760.66,0.0
gfx942,304,208,4096,12288,ck,18,0,69.5086,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,301.23,785.39,0.0
gfx942,304,224,4096,8192,ck,18,0,48.1419,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,312.25,773.22,0.0
gfx942,304,224,4096,12288,ck,18,0,70.9814,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,317.67,773.71,0.0
gfx942,304,240,4096,8192,ck,18,0,49.6519,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,324.38,754.99,0.0
gfx942,304,240,4096,12288,ck,18,0,71.5184,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,337.8,772.48,0.0
gfx942,304,256,4096,12288,ck,18,0,68.2276,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,377.7,814.55,0.0
gfx942,304,288,4096,8192,ck,12,0,57.62,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,335.43,664.23,0.0
gfx942,304,288,4096,12288,ck,12,0,84.7675,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,342.01,663.34,0.0
gfx942,304,320,4096,8192,ck,2,0,72.575,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,295.9,534.58,0.0
gfx942,304,320,4096,12288,ck,1,0,109.0983,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,295.26,521.41,0.0
gfx942,304,352,4096,8192,ck,2,0,67.777,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,348.53,580.16,0.0
gfx942,304,352,4096,12288,ck,2,0,100.6801,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,351.94,571.52,0.0
gfx942,304,384,4096,8192,ck,3,0,72.3595,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,356.14,550.67,0.0
gfx942,304,384,4096,12288,ck,3,0,112.3128,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,344.17,518.16,0.0
gfx942,304,416,4096,8192,ck,2,0,69.4944,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,401.72,580.91,0.0
gfx942,304,416,4096,12288,ck,2,0,102.229,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,409.63,575.68,0.0
gfx942,304,448,4096,8192,ck,2,0,75.2185,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,399.7,543.68,0.0
gfx942,304,448,4096,12288,ck,3,0,111.5586,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,404.25,533.41,0.0
gfx942,304,480,4096,12288,ck,2,0,104.8105,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,461.01,574.01,0.0
gfx942,304,512,4096,12288,ck,3,0,115.6295,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,445.73,525.97,0.0
gfx942,304,80,8192,1024,ck,18,0,8.2718,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,162.26,1182.48,0.0
gfx942,304,96,8192,1024,ck,18,0,8.9257,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,180.45,1127.06,0.0
gfx942,304,112,8192,1024,ck,18,0,10.2469,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,183.38,1008.92,0.0
gfx942,304,128,8192,1024,ck,18,0,8.6817,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,247.36,1222.9,0.0
gfx942,304,144,8192,1024,ck,2,0,12.592,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,191.86,865.26,0.0
gfx942,304,160,8192,1024,ck,2,0,13.0168,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,206.22,858.42,0.0
gfx942,304,176,8192,1024,ck,2,0,13.3608,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,221.0,857.17,0.0
gfx942,304,192,8192,1024,ck,18,0,13.2617,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,242.9,884.57,0.0
gfx942,304,208,8192,1024,ck,2,0,13.8742,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,251.52,865.6,0.0
gfx942,304,224,8192,1024,ck,2,0,14.1138,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,266.27,870.64,0.0
gfx942,304,240,8192,1024,ck,3,0,14.6362,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,275.11,858.59,0.0
gfx942,304,256,8192,1024,ck,18,0,13.8537,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,310.02,927.19,0.0
gfx942,304,288,8192,1024,ck,0,0,17.8633,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,270.49,750.26,0.0
gfx942,304,320,8192,1024,ck,0,0,18.6759,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,287.47,747.44,0.0
gfx942,304,352,8192,1024,ck,3,0,19.7692,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,298.73,734.28,0.0
gfx942,304,384,8192,1024,ck,18,0,19.93,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,323.25,756.31,0.0
gfx942,304,416,8192,1024,ck,0,0,20.1515,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,346.34,775.64,0.0
gfx942,304,448,8192,1024,ck,0,0,20.7831,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,361.65,778.87,0.0
gfx942,304,480,8192,1024,ck,0,0,21.5007,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,374.55,778.79,0.0
gfx942,304,512,8192,1024,ck,0,0,22.5062,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,381.67,768.74,0.0
gfx942,304,80,32768,1024,ck,0,0,23.032,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,233.1,1688.05,0.0
gfx942,304,96,32768,1024,ck,0,0,23.6093,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,272.88,1691.88,0.0
gfx942,304,112,32768,1024,ck,0,0,24.5642,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,305.98,1669.47,0.0
gfx942,304,128,32768,1024,ck,0,0,24.9547,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,344.22,1686.02,0.0
gfx942,304,144,32768,1024,ck,0,0,33.7412,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,286.41,1278.53,0.0
gfx942,304,160,32768,1024,ck,0,0,34.2504,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,313.5,1290.61,0.0
gfx942,304,176,32768,1024,ck,0,0,34.9607,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,337.84,1294.85,0.0
gfx942,304,192,32768,1024,ck,2,0,35.9311,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,358.6,1289.52,0.0
gfx942,304,208,32768,1024,ck,0,0,36.4432,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,383.02,1300.62,0.0
gfx942,304,224,32768,1024,ck,0,0,36.999,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,406.29,1309.87,0.0
gfx942,304,240,32768,1024,ck,0,0,38.2133,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,421.48,1296.12,0.0
gfx942,304,256,32768,1024,ck,0,0,38.6371,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,444.65,1309.46,0.0
gfx942,304,288,32768,1024,ck,0,0,49.4652,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,390.73,1065.87,0.0
gfx942,304,320,32768,1024,ck,0,0,50.8795,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,422.07,1078.11,0.0
gfx942,304,352,32768,1024,ck,0,0,52.975,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,445.91,1075.67,0.0
gfx942,304,384,32768,1024,ck,0,0,54.4151,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,473.58,1086.34,0.0
gfx942,304,416,32768,1024,ck,0,0,63.8973,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,436.91,958.47,0.0
gfx942,304,448,32768,1024,ck,0,0,65.6556,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,457.92,965.24,0.0
